distance_km,elevation_m,slope_pct,rainfall_mm,road_quality,traffic_level,disruption,travel_time_hr,risk
388.10824403520184,1254.7970187650253,10.73601178848492,41.61673649812985,3,1,0,14.067717767181595,Low
222.2448276772659,1220.9811153090784,14.260875069067243,30.293248320813174,3,2,0,9.942545762279279,Low
430.0059703561343,1826.232296148553,13.555318925169175,16.07316186417436,4,4,0,34.5994564891236,Medium
350.1971743843851,1568.9614423990377,16.065746906311567,23.3128872824897,3,4,0,29.22041669426703,Medium
51.61778720438652,77.9395276940959,14.503908570161425,13.29126325124843,1,3,0,1.7536885057107232,Medium
487.93306406019417,127.8209189783142,4.45080749543,39.85763970346765,3,5,0,14.123824504981652,Low
381.7641524852247,1331.3974263541143,10.0057932877637,6.5542252297191155,1,4,0,27.98899670391057,Medium
394.10183111209216,1079.8987248565606,5.35341526368444,82.86745457265121,5,4,0,13.702458782896429,Medium
68.41624817439521,587.2025486477213,5.936136831927044,71.77436257620413,4,3,1,2.3771775018565893,Medium
227.94103925830572,932.6702703462676,16.774998646139935,42.3373760487841,2,3,0,13.575893547558735,Medium
188.5450219951277,1672.244494837636,12.274126291207324,57.485289218144516,2,2,0,13.140877514171907,Medium
463.7486694800579,1822.0130365542873,17.542627438519904,54.858041639815774,1,3,1,38.49756913591858,High
323.71323443992895,1243.4662880002963,7.504425660937401,34.3051998166401,2,5,0,20.626289489943822,Medium
412.26699856906083,860.1054682684845,9.673876320371578,26.561059511177753,1,2,0,16.650044452167975,Medium
224.4900284195289,610.1189400593333,8.768077558495591,24.225533033358097,5,1,0,4.917249369569644,Low
117.48316728346455,1157.7822662769725,1.9311670354270845,84.91051043756426,1,3,0,5.115190502224762,Medium
279.5194695728382,706.1541684703506,4.26063590147886,15.565131145361315,4,4,0,8.128999764885762,Low
36.589541771566786,1249.727398762946,9.49745449088068,15.839596686710493,3,5,0,2.1408518761458524,Medium
414.6774301363281,1495.10219387101,1.2127374923941123,61.00669821225567,2,3,0,17.704125521793877,Low
317.6738775654221,164.05267980428076,16.766314727560008,57.103726054803275,5,4,1,13.319726835510282,High
380.25343134226006,22.32707374958898,2.2291862749806746,25.347724164617645,1,2,0,9.39969432846665,Low
180.49035422428483,482.7641626728196,3.563653435504328,45.63397372752415,5,3,0,4.020710285193965,Low
485.49552207547714,1970.0350650269427,13.775782030895458,49.96013991020763,4,3,1,40.38952970585634,Medium
447.09495505448785,1428.913863838259,1.7448217522076468,9.254649247459076,4,2,0,13.222050477842286,Low
390.2998310515121,394.8735672227098,16.20500579307737,74.90652155772877,5,4,0,14.007997111601204,Medium
101.34616038672395,1960.775436775489,13.062617473005641,49.94782744866536,3,5,0,8.537394476228746,Medium
236.02689684488192,1044.5039498264011,1.2351754279594602,42.905824679216146,2,2,0,7.823690901794945,Low
26.682864064678245,1057.8800295594801,12.453247103141752,50.22120703175558,1,1,0,1.3280274312507134,Medium
81.37329857343617,2059.4814375769884,11.36931375908372,39.25798568305747,5,5,0,7.007295773704019,Medium
343.109231855015,149.68098895968123,13.632289789318534,28.96620129543813,3,5,0,12.974179981567335,Medium
373.6572671743695,489.0886386906064,14.907561344808045,34.53449713202035,5,5,0,13.898806461174566,Low
483.91731755493396,1296.9814888372948,12.930310137116791,8.41674560088339,2,2,0,24.007407431673624,Medium
